Country Code,1994_owner_occupied_housing,1994_overburden_rate,1994_total_outstanding_residential_loans_to_GDP,1994_social_hosuing_stock,1994_real_estate_tax_to_GDP,1994_dealing_with_construction_permits_score_2006M,1994_dealing_with_construction_permits_score_2015M
AUS,,,,,2.55,,
AUT,,,,,0.65,,
BEL,,,,,1.73,,
CAN,,,,,3.8,,
CZE,,,,,0.44,,
DNK,,,,,1.79,,
FIN,,,,,1.12,,
FRA,,,,,2.89,,
DEU,,,,,1.01,,
GRC,,,,,0.94,,
HUN,,,,,0.44,,
ISL,,,,,2.84,,
IRL,,,,,1.52,,
ITA,,,,,2.1,,
JPN,,,,,3.05,,
KOR,,,,,2.65,,
LUX,,,,,2.66,,
MEX,,,,,0.28,,
NLD,,,,,1.66,,
NZL,,,,,1.89,,
NOR,,,,,1.09,,
POL,,,,,1.22,,
PRT,,,,,0.69,,
ESP,,,,,1.8,,
SWE,,,,,1.41,,
CHE,,,,,2.14,,
TUR,,,,,1.31,,
GBR,,,,,3.19,,
USA,,,,,3.1,,
ARG,,,,,0.99,,
BHS,,,,,2.25,,
BRB,,,,,3.45,,
BLZ,,,,,3.59,,
BOL,,,,,0.01,,
BRA,,,,,2.06,,
CMR,,,,,0.14,,
CPV,,,,,0.83,,
CHL,,,,,1.16,,
COL,,,,,0.41,,
CRI,,,,,0.21,,
CIV,,,,,0.25,,
CUB,,,,,0.0,,
DOM,,,,,0.1,,
ECU,,,,,0.17,,
SLV,,,,,0.43,,
GTM,,,,,0.31,,
HND,,,,,0.21,,
JAM,,,,,1.27,,
MYS,,,,,0.02,,
MUS,,,,,1.36,,
NIC,,,,,0.66,,
PAN,,,,,0.42,,
PRY,,,,,0.5,,
PER,,,,,0.09,,
PHL,,,,,0.08,,
ZAF,,,,,0.4,,
TTO,,,,,0.54,,
URY,,,,,1.96,,
VEN,,,,,1.32,,
